chi,dp_norm,coh,stab,rad,size,ratio
0.100000,0.335231,1.444444,17.603739,1.444444,10.000000,0.590909
0.133333,0.304958,1.968421,15.960511,2.188571,50.000000,0.663121
0.133333,1.000000,1.968421,15.960511,2.188571,50.000000,0.663121
0.250000,0.141867,2.062500,20.798402,1.703297,14.000000,0.673469
0.166667,0.891958,1.800000,8.773993,1.400000,6.000000,0.642857
0.166667,0.284607,2.125000,16.317816,1.716667,16.000000,0.680000
0.142857,0.859224,2.086022,12.888704,2.281567,53.000000,0.675958
0.142857,0.779268,1.611111,19.105657,1.472727,11.000000,0.617021
0.045455,0.084880,1.882353,17.703170,1.948052,22.000000,0.653061
0.045455,0.212895,2.173469,23.679968,2.109351,52.000000,0.684887
0.200000,0.650683,2.173469,23.679968,2.109351,52.000000,0.684887
0.040000,0.085814,1.766667,15.545718,1.953333,25.000000,0.638554
0.040000,0.711182,2.340659,21.147730,2.109351,52.000000,0.700658
0.166667,0.512911,2.000000,15.520083,1.428571,7.000000,0.666667
0.200000,0.693412,2.290323,22.013268,2.109351,52.000000,0.696078
0.142857,0.488878,1.546512,11.938191,2.019231,40.000000,0.607306
0.142857,0.624451,1.933333,15.075338,1.472727,11.000000,0.659091
0.125000,0.212895,2.173469,23.679968,2.109351,52.000000,0.684887
0.045455,0.084880,1.882353,17.703170,1.948052,22.000000,0.653061
0.045455,0.650683,2.173469,23.679968,2.109351,52.000000,0.684887
0.125000,0.650683,2.173469,23.679968,2.109351,52.000000,0.684887
0.200000,0.278007,2.290323,22.013268,2.109351,52.000000,0.696078
0.200000,0.212895,2.173469,23.679968,2.109351,52.000000,0.684887
0.040000,0.305846,2.340659,21.147730,2.109351,52.000000,0.700658
0.040000,0.085814,1.766667,15.545718,1.953333,25.000000,0.638554
0.200000,0.058309,1.700000,20.312365,1.676190,15.000000,0.629630
0.125000,0.029474,4.700000,18.636915,1.974359,27.000000,0.824561
0.076923,0.245055,2.851852,19.052527,1.857143,22.000000,0.740385
0.076923,0.268940,1.766667,15.545718,1.953333,25.000000,0.638554
0.038462,0.449760,4.900000,18.630590,2.021164,28.000000,0.830508
0.038462,0.834297,2.121212,21.624606,1.944615,26.000000,0.679612
0.166667,0.040000,4.000000,17.456275,1.533333,6.000000,0.800000
0.166667,0.195450,1.952381,22.295795,1.786765,17.000000,0.661290
0.250000,0.195450,1.952381,22.295795,1.786765,17.000000,0.661290
0.166667,0.619192,3.666667,16.910425,1.266667,6.000000,0.785714
0.166667,1.000000,4.000000,12.937677,1.533333,6.000000,0.800000
0.166667,1.000000,4.000000,18.816246,1.533333,6.000000,0.800000
0.166667,0.091212,1.842105,18.855132,2.062366,31.000000,0.648148
0.166667,0.512978,2.045455,19.951074,1.931579,20.000000,0.671642
0.166667,0.484962,2.000000,20.768075,1.638889,9.000000,0.666667
0.142857,1.000000,4.000000,8.079654,1.428571,7.000000,0.800000
0.142857,0.222262,4.666667,18.907867,1.571429,8.000000,0.823529
0.250000,0.173676,2.166667,22.092315,1.607143,8.000000,0.684211
0.166667,0.054094,2.000000,21.174248,1.914286,21.000000,0.666667
0.111111,0.147876,3.400000,16.841715,1.583333,9.000000,0.772727
0.111111,0.219514,2.000000,20.768075,1.638889,9.000000,0.666667
0.125000,0.817438,1.454545,12.918277,1.464286,8.000000,0.592593
0.052632,0.087353,1.657895,24.178131,1.695906,19.000000,0.623762
0.086957,0.343869,2.945946,20.259897,1.985222,29.000000,0.746575
0.055556,0.072481,2.433333,23.309815,2.043077,26.000000,0.708738
0.071429,0.111330,2.600000,22.415881,1.666667,15.000000,0.722222
0.041667,0.049412,2.102564,22.663666,2.039683,28.000000,0.677686
0.100000,0.228867,2.060606,13.048631,1.757576,22.000000,0.673267
0.071429,0.167032,3.000000,19.012575,1.802198,14.000000,0.750000
0.090909,0.025210,1.166667,21.470236,1.690909,11.000000,0.538462
0.076923,0.258984,3.625000,18.408815,1.730769,13.000000,0.783784
0.250000,0.044790,1.647059,15.670935,1.575758,12.000000,0.622222
0.111111,0.117817,2.090909,14.400140,1.361111,9.000000,0.676471
0.111111,0.378426,2.030303,20.812274,1.926667,25.000000,0.670000
0.058824,0.050000,1.942857,17.913019,1.757576,22.000000,0.660194
0.058824,0.181969,1.454545,6.438581,1.705882,17.000000,0.592593
0.100000,0.378426,2.030303,20.812274,1.926667,25.000000,0.670000
0.100000,0.301891,1.700000,27.053324,1.711111,10.000000,0.629630
0.090909,0.007634,1.166667,23.596878,1.690909,11.000000,0.538462
0.083333,0.068101,1.869565,22.959043,2.120430,31.000000,0.651515
0.083333,0.875175,2.030303,20.812274,1.926667,25.000000,0.670000
0.125000,0.798043,1.914286,21.601668,1.926667,25.000000,0.656863
0.125000,0.756505,1.666667,22.497811,1.464286,8.000000,0.625000
0.062500,0.177347,2.600000,22.649315,1.775000,16.000000,0.722222
0.062500,0.199678,2.600000,22.649315,1.775000,16.000000,0.722222
0.095238,0.251744,1.942857,18.522011,1.757576,22.000000,0.660194
0.090909,0.007634,1.166667,23.596878,1.690909,11.000000,0.538462
0.090909,0.543416,1.166667,21.470236,1.690909,11.000000,0.538462
0.090909,0.152773,3.000000,19.012575,1.802198,14.000000,0.750000
0.166667,0.081967,2.333333,18.511504,1.600000,6.000000,0.700000
0.166667,0.235223,2.300000,22.700728,1.787879,12.000000,0.696970
0.090909,0.543416,1.166667,21.470236,1.690909,11.000000,0.538462
0.090909,0.008673,3.000000,19.012575,1.802198,14.000000,0.750000
0.125000,0.937115,2.666667,20.935016,1.464286,8.000000,0.727273
0.166667,0.077160,1.937500,25.070831,1.724638,24.000000,0.659574
