thread_id,pre_px,pre_py,post_px,post_py,pre_p_mag,post_p_mag,pre_mass,post_mass,pre_s_sum,post_s_sum,pre_s_mean,post_s_mean,pre_age_a,pre_age_b,chi,duration,theta,stability_bin,pre_E_total,post_E_total
2,-13788.639053,0.000000,-2716.945100,0.000000,13788.639053,2716.945100,1378.863905,271.694510,87.938647,95.015872,43.969324,47.507936,240,380,0.071429,121.000000,0.000000,40.000000,3.482922,2.251061
2,-6955.969388,0.000000,-2716.945100,0.000000,6955.969388,2716.945100,695.596939,271.694510,86.143864,95.015872,43.071932,47.507936,350,350,0.071429,141.000000,0.000000,40.000000,2.620259,2.251061
2,-6955.969388,0.000000,-2716.945100,0.000000,6955.969388,2716.945100,695.596939,271.694510,86.143864,95.015872,43.071932,47.507936,350,350,0.071429,141.000000,0.000000,40.000000,2.620259,2.251061
2,-6955.969388,0.000000,-2716.945100,0.000000,6955.969388,2716.945100,695.596939,271.694510,86.143864,95.015872,43.071932,47.507936,350,350,0.071429,141.000000,0.000000,40.000000,2.620259,2.251061
2,-13788.639053,0.000000,-2716.945100,0.000000,13788.639053,2716.945100,1378.863905,271.694510,87.938647,95.015872,43.969324,47.507936,240,380,0.071429,121.000000,0.000000,40.000000,3.482922,2.251061
2,-13788.639053,0.000000,-2716.945100,0.000000,13788.639053,2716.945100,1378.863905,271.694510,87.938647,95.015872,43.969324,47.507936,380,380,0.071429,121.000000,0.000000,40.000000,3.482922,2.251061
2,-13788.639053,0.000000,-2716.945100,0.000000,13788.639053,2716.945100,1378.863905,271.694510,87.938647,95.015872,43.969324,47.507936,380,380,0.071429,121.000000,0.000000,40.000000,3.482922,2.251061
2,-6955.969388,0.000000,-2716.945100,0.000000,6955.969388,2716.945100,695.596939,271.694510,86.143864,95.015872,43.071932,47.507936,350,350,0.071429,141.000000,0.000000,40.000000,2.620259,2.251061
2,-13788.639053,0.000000,-2716.945100,0.000000,13788.639053,2716.945100,1378.863905,271.694510,87.938647,95.015872,43.969324,47.507936,380,380,0.071429,121.000000,0.000000,40.000000,3.482922,2.251061
2,-13788.639053,0.000000,-2716.945100,0.000000,13788.639053,2716.945100,1378.863905,271.694510,87.938647,95.015872,43.969324,47.507936,380,380,0.071429,121.000000,0.000000,40.000000,3.482922,2.251061
2,-6955.969388,0.000000,-2716.945100,0.000000,6955.969388,2716.945100,695.596939,271.694510,86.143864,95.015872,43.071932,47.507936,170,350,0.071429,141.000000,0.000000,40.000000,2.620259,2.251061
2,-13788.639053,0.000000,-2716.945100,0.000000,13788.639053,2716.945100,1378.863905,271.694510,87.938647,95.015872,43.969324,47.507936,240,380,0.071429,121.000000,0.000000,40.000000,3.482922,2.251061
2,-6955.969388,0.000000,-2716.945100,0.000000,6955.969388,2716.945100,695.596939,271.694510,86.143864,95.015872,43.071932,47.507936,350,350,0.071429,141.000000,0.000000,40.000000,2.620259,2.251061
2,-13788.639053,0.000000,-2716.945100,0.000000,13788.639053,2716.945100,1378.863905,271.694510,87.938647,95.015872,43.969324,47.507936,380,380,0.071429,121.000000,0.000000,40.000000,3.482922,2.251061
2,-13788.639053,0.000000,-2716.945100,0.000000,13788.639053,2716.945100,1378.863905,271.694510,87.938647,95.015872,43.969324,47.507936,380,380,0.071429,121.000000,0.000000,40.000000,3.482922,2.251061
