thread_id,pre_px,pre_py,post_px,post_py,pre_p_mag,post_p_mag,pre_mass,post_mass,pre_s_sum,post_s_sum,pre_s_mean,post_s_mean,chi,duration,theta,stability_bin,pre_E_total,post_E_total
0,16.511529,0.000000,9.892599,0.000000,16.511529,9.892599,443.687500,268.760000,1.527273,4.865909,0.763636,2.432955,0.200000,20.000000,0.000000,0.000000,0.591490,0.410299
0,18.792037,0.000000,10.767636,0.000000,18.792037,10.767636,443.687500,268.760000,1.527273,4.865909,0.763636,2.432955,0.200000,20.000000,0.000000,0.000000,0.589689,0.410299
0,36.115912,0.000000,-8.310695,0.000000,36.115912,34.807633,947.177778,769.920000,9.710119,11.954092,4.855060,5.977046,0.100000,10.000000,0.000000,0.000000,1.425836,1.078129
0,35.100934,0.000000,-9.986321,0.000000,35.100934,33.132007,947.177778,769.920000,9.710119,11.954092,4.855060,5.977046,0.100000,10.000000,0.000000,0.000000,1.425836,1.078129
0,10.144446,0.000000,-28.386945,0.000000,10.144446,28.386945,235.321875,103.721875,11.619209,14.582979,5.809605,7.291490,0.100000,10.000000,0.000000,5.000000,0.601092,0.409336
0,10.024344,0.000000,-27.722854,0.000000,10.024344,27.722854,235.321875,103.721875,11.619209,14.582979,5.809605,7.291490,0.100000,10.000000,0.000000,5.000000,0.601092,0.409336
0,18.968120,0.000000,6.076053,0.000000,18.968120,33.678035,412.000000,66.632653,6.176250,12.329611,3.088125,6.164805,0.200000,70.000000,0.000000,0.000000,0.687598,0.325953
0,360.148721,0.000000,22.466722,0.000000,360.148721,271.340522,8831.000000,42.349206,4.828788,20.980603,2.414394,10.490301,0.166667,80.000000,0.000000,0.000000,11.292695,0.468075
0,323.880943,0.000000,45.788761,0.000000,323.880943,299.998384,8831.000000,42.349206,4.828788,20.980603,2.414394,10.490301,0.166667,80.000000,0.000000,0.000000,11.292695,0.468075
0,319.887203,0.000000,48.456672,0.000000,319.887203,297.330472,8831.000000,42.349206,4.828788,20.980603,2.414394,10.490301,0.166667,80.000000,0.000000,0.000000,11.292695,0.468075
