pre_px,pre_py,post_px,post_py,pre_p_mag,post_p_mag,pre_mass,post_mass,pre_s_sum,post_s_sum,pre_s_mean,post_s_mean,chi,duration,stability_bin,pre_E_total,post_E_total
0.000000,0.000000,3.359581,0.000000,0.000000,3.403572,344.983418,129.421488,0.000000,2.208333,0.000000,1.104167,0.125000,120.000000,0.000000,0.000000,0.207088
0.000000,0.000000,18.744980,0.000000,0.000000,18.744980,2390.222222,377.134444,0.000000,3.327632,0.000000,1.663816,0.250000,350.000000,0.000000,0.000000,0.533437
25.408986,0.000000,26.240859,0.000000,25.408986,26.240859,388.538280,344.244787,6.224722,11.210342,3.112361,5.605171,0.083333,130.000000,0.000000,0.605075,0.647847
4.889198,0.000000,8.558828,0.000000,4.889198,8.558828,56.000000,43.215278,3.950000,17.903190,1.975000,8.951595,0.250000,300.000000,0.000000,0.147829,0.411506
49.845740,0.000000,13.202967,0.000000,49.845740,13.202967,1193.430556,274.625000,1.675325,5.555000,0.837662,2.777500,0.181818,50.000000,0.000000,1.528394,0.462594
46.393736,0.000000,15.647314,0.000000,46.393736,15.647314,1193.430556,274.625000,1.675325,5.555000,0.837662,2.777500,0.181818,50.000000,0.000000,1.531507,0.462594
42.476687,0.000000,14.186158,0.000000,42.476687,14.186158,1193.430556,274.625000,1.675325,5.555000,0.837662,2.777500,0.181818,50.000000,0.000000,1.512565,0.462594
-0.810886,0.000000,-16.300907,0.000000,6.026283,16.300907,105.645625,77.003457,4.330556,13.362995,2.165278,6.681497,0.142857,70.000000,0.000000,0.158335,0.363353
2.302730,0.000000,-22.021115,0.000000,10.036381,22.021115,265.945000,121.610000,6.990714,18.661297,3.495357,9.330649,0.142857,70.000000,0.000000,0.437147,0.532368
3.602883,0.000000,-21.029109,0.000000,11.336535,21.029109,265.945000,121.610000,6.990714,18.661297,3.495357,9.330649,0.142857,70.000000,0.000000,0.437147,0.532368
4.051125,0.000000,-21.406991,0.000000,10.888293,21.406991,276.390625,61.813457,5.785556,18.059329,2.892778,9.029664,0.111111,70.000000,0.000000,0.413044,0.446054
0.511012,0.000000,-7.556780,0.000000,7.348181,12.940920,99.765625,71.123457,4.180556,11.989143,2.090278,5.994571,0.250000,70.000000,0.000000,0.137772,0.328669
5.240550,0.000000,-22.323075,0.000000,12.077719,22.323075,276.390625,61.813457,5.785556,18.059329,2.892778,9.029664,0.111111,70.000000,0.000000,0.413044,0.446054
