chi,dp_norm,coh,stab,rad,size,ratio
0.125000,1.000000,1.615385,21.330133,1.763636,11.000000,0.617647
0.047619,1.000000,1.619048,12.195071,1.809524,21.000000,0.618182
0.047619,0.088187,4.743590,21.910107,1.755793,34.000000,0.825893
0.111111,0.086606,4.885714,22.637858,1.741935,32.000000,0.830097
0.200000,0.533777,1.687500,13.611974,1.406593,14.000000,0.627907
0.166667,0.626149,4.000000,20.494637,1.466667,6.000000,0.800000
0.166667,0.637520,2.500000,12.227885,1.600000,11.000000,0.714286
0.111111,0.050000,2.500000,14.064212,1.694444,9.000000,0.714286
0.125000,0.837519,2.000000,15.591402,1.571429,8.000000,0.666667
0.125000,0.230579,3.066667,15.465734,1.751634,18.000000,0.754098
0.250000,0.678188,1.740000,17.798257,1.780000,25.000000,0.635036
0.071429,0.494922,1.148515,20.662431,2.117409,39.000000,0.534562
0.083333,0.882543,1.830769,27.311450,1.827957,31.000000,0.646739
0.250000,0.373081,2.000000,29.213058,1.333333,6.000000,0.666667
0.166667,0.142203,3.333333,26.879089,1.333333,6.000000,0.769231
0.166667,0.477698,1.148515,20.662431,2.117409,39.000000,0.534562
0.166667,0.134818,2.272727,22.213307,1.600000,11.000000,0.694444
0.166667,0.142203,3.333333,26.879089,1.333333,6.000000,0.769231
0.166667,0.477698,1.148515,20.662431,2.117409,39.000000,0.534562
0.200000,0.874189,1.875000,23.664456,1.756410,13.000000,0.652174
0.250000,0.373081,2.000000,29.213058,1.333333,6.000000,0.666667
0.166667,0.393671,3.800000,12.126593,2.228070,19.000000,0.791667
0.166667,0.829373,3.800000,12.126593,2.228070,19.000000,0.791667
0.111111,0.486763,2.428571,16.323427,1.755556,10.000000,0.708333
0.166667,0.138146,1.541667,23.423414,2.046458,42.000000,0.606557
0.250000,0.274672,1.625000,18.359345,1.607143,8.000000,0.619048
0.250000,0.544348,1.175926,22.885417,2.113415,41.000000,0.540426
0.125000,0.481499,1.875000,20.037387,1.464286,8.000000,0.652174
0.125000,0.142857,1.444444,9.847155,1.733333,16.000000,0.590909
0.250000,0.010417,3.500000,19.916774,1.300000,5.000000,0.777778
0.047619,0.180958,1.694915,21.165153,1.960920,30.000000,0.628931
0.250000,0.371115,2.714286,5.590655,1.321429,8.000000,0.730769
0.250000,0.330258,1.527473,22.546529,2.059756,41.000000,0.604348
0.142857,0.098249,2.027027,24.736576,1.816667,25.000000,0.669643
0.100000,0.582673,3.000000,23.261535,2.462745,51.000000,0.750000
0.100000,0.347347,2.272727,20.058348,1.600000,11.000000,0.694444
0.111111,0.265742,2.558140,23.941292,2.237077,34.000000,0.718954
0.200000,0.198807,4.066667,22.697259,1.889328,23.000000,0.802632
0.125000,0.319746,1.900000,24.954651,1.527778,9.000000,0.655172
0.125000,0.527278,1.900000,24.954651,1.527778,9.000000,0.655172
0.100000,0.216080,2.200000,23.144114,1.511111,10.000000,0.687500
0.100000,0.321254,2.027027,24.736576,1.816667,25.000000,0.669643
0.051282,0.701729,3.320000,21.700626,2.317874,46.000000,0.768519
0.051282,0.257246,1.673077,25.066885,1.957672,28.000000,0.625899
0.200000,0.548124,3.500000,15.370965,1.300000,5.000000,0.777778
0.051282,0.548857,1.126214,22.637564,2.117409,39.000000,0.529680
0.051282,0.595344,3.000000,23.261535,2.462745,51.000000,0.750000
0.062500,0.653897,2.913043,28.283794,2.404714,55.000000,0.744444
0.142857,0.193834,1.609524,24.295814,2.022222,45.000000,0.616788
0.040000,0.183571,1.623762,24.296793,2.024313,44.000000,0.618868
0.250000,0.271549,1.644444,26.200404,1.814229,23.000000,0.621849
0.062500,0.624963,2.913043,28.283794,2.404714,55.000000,0.744444
0.058824,0.225510,1.464286,26.674388,1.735294,17.000000,0.594203
0.200000,0.026616,2.000000,19.317612,1.666667,12.000000,0.666667
0.166667,0.833801,1.638889,22.865940,1.969697,22.000000,0.621053
0.125000,0.230965,2.023256,24.549282,1.849206,28.000000,0.669231
0.090909,0.134080,2.000000,26.109305,1.563636,11.000000,0.666667
0.090909,0.230965,2.023256,24.549282,1.849206,28.000000,0.669231
0.100000,0.109074,1.611111,18.137666,1.785714,29.000000,0.617021
0.100000,0.080000,2.000000,17.357354,1.600000,11.000000,0.666667
0.250000,0.019394,2.111111,22.980604,1.800000,11.000000,0.678571
0.250000,0.076142,2.000000,21.456347,1.333333,4.000000,0.666667
0.037037,0.086014,4.150000,22.584170,1.883191,27.000000,0.805825
0.125000,0.695381,1.545455,21.289806,1.428571,8.000000,0.607143
0.250000,0.324045,1.796296,12.553673,2.147005,58.000000,0.642384
0.055556,1.000000,1.790476,10.581864,2.156015,57.000000,0.641638
0.200000,0.083961,1.535714,21.116230,1.772487,28.000000,0.605634
0.250000,0.904034,2.190476,22.069530,1.914530,27.000000,0.686567
0.259259,0.038008,1.645833,13.023485,1.774929,27.000000,0.622047
0.090909,0.056013,1.622642,17.402283,1.772487,28.000000,0.618705
0.090909,1.000000,1.200000,7.320642,1.600000,11.000000,0.545455
0.250000,0.293133,1.742857,13.939105,1.763158,20.000000,0.635417
0.125000,0.064254,2.063830,24.834315,1.857471,30.000000,0.673611
0.233333,0.079377,1.593220,25.137819,1.783908,30.000000,0.614379
0.058824,1.000000,1.384615,12.154505,1.904412,17.000000,0.580645
0.166667,1.000000,2.565217,24.388509,1.984211,20.000000,0.719512
0.031250,0.087251,4.208333,24.118916,1.957661,32.000000,0.808000
0.125000,1.000000,2.444444,27.750329,1.900000,16.000000,0.709677
0.166667,0.837097,2.565217,24.388509,1.984211,20.000000,0.719512
0.125000,0.684286,2.444444,27.750329,1.900000,16.000000,0.709677
0.200000,1.000000,1.750000,14.680084,1.300000,5.000000,0.636364
0.200000,0.107758,2.063830,24.834315,1.857471,30.000000,0.673611
0.055556,0.123596,2.000000,16.028439,1.833333,24.000000,0.666667
0.125000,0.046438,4.259259,22.809261,2.055556,36.000000,0.809859
0.055556,0.468703,1.782609,16.434628,1.908497,18.000000,0.640625
0.083333,0.034234,2.000000,22.644056,1.636364,12.000000,0.666667
0.083333,0.388986,1.384615,23.652674,1.750000,16.000000,0.580645
0.200000,0.038088,4.150000,22.584170,1.883191,27.000000,0.805825
0.083333,1.000000,1.384615,12.154505,1.904412,17.000000,0.580645
0.083333,0.368421,1.800000,15.288900,1.590909,12.000000,0.642857
0.125000,0.994974,1.545455,5.703268,1.392857,8.000000,0.607143
0.125000,0.050288,4.150000,23.402970,1.883191,27.000000,0.805825
0.041667,0.225814,2.052632,14.783916,1.833333,24.000000,0.672414
0.250000,0.084967,1.846154,23.955582,1.533333,10.000000,0.648649
0.250000,0.035294,2.000000,27.701187,1.333333,4.000000,0.666667
0.250000,0.192176,2.428571,24.023079,1.711111,10.000000,0.708333
0.083333,0.003891,2.063830,24.834315,1.857471,30.000000,0.673611
0.076923,0.230386,2.322581,28.376334,1.894118,35.000000,0.699029
0.076923,0.246043,2.322581,28.376334,1.894118,35.000000,0.699029
0.055556,0.639761,2.000000,23.529021,1.721053,20.000000,0.666667
0.055556,0.667102,1.850000,13.928456,1.941176,18.000000,0.649123
0.055556,0.174786,2.000000,23.529021,1.721053,20.000000,0.666667
0.055556,0.667102,1.850000,13.928456,1.941176,18.000000,0.649123
0.055556,1.000000,1.872727,22.008815,2.162842,61.000000,0.651899
0.055556,0.667102,1.850000,13.928456,1.941176,18.000000,0.649123
0.166667,0.150982,2.600000,23.273915,1.380952,7.000000,0.722222
0.166667,0.289052,1.842105,18.905514,1.615385,14.000000,0.648148
0.024390,0.278013,2.711864,24.873455,2.045122,41.000000,0.730594
0.024390,1.000000,1.872727,22.008815,2.162842,61.000000,0.651899
0.024390,1.000000,1.872727,22.008815,2.162842,61.000000,0.651899
0.024390,0.295710,2.711864,24.873455,2.045122,41.000000,0.730594
0.250000,0.021219,1.909091,24.729230,1.618182,11.000000,0.656250
0.285714,0.261418,1.823529,24.215199,1.659341,14.000000,0.645833
0.250000,1.000000,1.731092,19.723462,2.162842,61.000000,0.633846
0.034483,0.147015,3.606061,26.322392,1.866310,34.000000,0.782895
0.034483,0.837498,1.978261,23.624793,1.940887,29.000000,0.664234
0.166667,0.055295,1.538462,28.796108,1.285714,8.000000,0.606061
