pre_px,pre_py,post_px,post_py,pre_p_mag,post_p_mag,pre_mass,post_mass,pre_s_sum,post_s_sum,pre_s_mean,post_s_mean,chi,duration,stability_bin,pre_E_total,post_E_total
0.000000,0.000000,3.868017,0.000000,0.000000,3.868017,38.915500,99.428333,0.000000,2.000000,0.000000,1.000000,0.166667,120.000000,0.000000,0.000000,0.161545
0.000000,0.000000,5.678666,0.000000,0.000000,5.678666,87.151111,131.000000,0.000000,1.763889,0.000000,0.881944,0.166667,120.000000,0.000000,0.000000,0.205646
0.000000,0.000000,4.488190,0.000000,0.000000,4.488190,82.878827,106.935000,0.000000,2.166667,0.000000,1.083333,0.166667,120.000000,0.000000,0.000000,0.173697
0.000000,0.000000,13.092103,0.000000,0.000000,13.092103,184.111111,303.500000,0.000000,1.708333,0.000000,0.854167,0.250000,120.000000,0.000000,0.000000,0.425004
0.000000,0.000000,3.973125,0.000000,0.000000,3.973125,59.551111,95.061728,0.000000,3.758125,0.000000,1.879062,0.166667,170.000000,0.000000,0.000000,0.188281
16.951349,0.000000,10.351180,0.000000,16.951349,10.351180,469.358025,266.960000,3.953125,5.671004,1.976562,2.835502,0.125000,30.000000,0.000000,0.635580,0.507857
2.502391,0.000000,3.268215,0.000000,2.502391,3.268215,74.913580,78.099174,3.633125,4.774514,1.816562,2.387257,0.200000,30.000000,0.000000,0.164470,0.205417
1.943685,0.000000,3.715024,0.000000,1.943685,3.715024,56.381378,89.287500,4.445833,6.228604,2.222917,3.114302,0.200000,30.000000,0.000000,0.157365,0.230958
0.535636,0.000000,7.595728,0.000000,0.535636,7.595728,28.800000,198.000000,2.000000,5.455208,1.000000,2.727604,0.250000,80.000000,0.000000,0.055512,0.358251
2.888241,0.000000,5.509953,0.000000,2.888241,5.509953,68.253878,93.600000,4.497222,6.056486,2.248611,3.028243,0.222222,30.000000,0.000000,0.172900,0.232752
17.519316,0.000000,11.709575,0.000000,17.519316,11.709575,469.358025,266.960000,3.953125,5.671004,1.976562,2.835502,0.125000,30.000000,0.000000,0.691093,0.507857
13.560041,0.000000,7.030414,0.000000,13.560041,7.030414,258.621315,73.777778,3.092460,5.305729,1.546230,2.652865,0.142857,30.000000,0.000000,0.390302,0.187329
3.278653,0.000000,3.350189,0.000000,3.278653,3.350189,63.605346,80.006667,5.548602,7.142720,2.774301,3.571360,0.125000,40.000000,0.000000,0.190985,0.240036
9.813596,0.000000,8.027133,0.000000,9.813596,8.027133,236.960000,136.000000,6.325275,7.809547,3.162637,3.904773,0.166667,40.000000,0.000000,0.471252,0.348913
11.103054,0.000000,8.611476,0.000000,11.103054,8.611476,236.960000,136.000000,6.325275,7.809547,3.162637,3.904773,0.166667,40.000000,0.000000,0.471252,0.348913
3.799553,0.000000,2.983044,0.000000,3.799553,2.983044,124.923922,114.646875,8.043089,10.665644,4.021544,5.332822,0.142857,100.000000,0.000000,0.314995,0.357066
5.247119,0.000000,3.031545,0.000000,5.247119,3.031545,128.781065,127.415278,8.985433,10.747458,4.492716,5.373729,0.111111,100.000000,0.000000,0.351183,0.374996
3.455112,0.000000,5.739890,0.000000,3.455112,5.739890,44.942857,37.409375,8.983626,10.945339,4.491813,5.472669,0.200000,100.000000,0.000000,0.236383,0.265028
4.542521,0.000000,3.289652,0.000000,4.542521,3.289652,124.923922,114.646875,8.043089,10.665644,4.021544,5.332822,0.142857,100.000000,0.000000,0.328892,0.357066
2.721874,0.000000,2.724938,0.000000,2.721874,2.724938,69.423070,127.415278,3.790625,10.747458,1.895312,5.373729,0.125000,280.000000,0.000000,0.160547,0.374996
6.021808,0.000000,7.637133,0.000000,6.021808,7.637133,84.072727,59.938430,8.986697,10.601927,4.493348,5.300963,0.200000,100.000000,0.000000,0.283868,0.285970
4.519796,0.000000,-9.789754,0.000000,4.519796,14.656357,98.368079,128.148611,10.457729,12.328952,5.228865,6.164476,0.142857,10.000000,5.000000,0.333205,0.427169
4.553648,0.000000,-9.442584,0.000000,4.553648,14.309187,98.368079,128.148611,10.457729,12.328952,5.228865,6.164476,0.142857,10.000000,5.000000,0.333205,0.427169
3.139992,0.000000,-82.035415,0.000000,3.139992,84.157168,60.693878,50.103823,8.584366,13.150996,4.292183,6.575498,0.181818,140.000000,0.000000,0.247095,0.323532
2.284501,0.000000,-69.774288,0.000000,3.925286,69.774288,70.673469,1373.229165,8.648823,13.217888,4.324411,6.608944,0.142857,140.000000,0.000000,0.224805,2.124472
18.080872,0.000000,-60.040958,0.000000,18.080872,60.040958,748.316218,1373.229165,11.573195,13.217888,5.786597,6.608944,0.142857,30.000000,5.000000,0.967466,2.124472
25.629130,0.000000,-45.635761,0.000000,25.629130,45.635761,748.316218,1373.229165,11.573195,13.217888,5.786597,6.608944,0.142857,30.000000,5.000000,0.967466,2.124472
5.786044,0.000000,10.759180,0.000000,5.786044,10.759180,90.693985,77.594337,11.788146,15.630372,5.894073,7.815186,0.125000,40.000000,5.000000,0.347100,0.407533
7.458973,0.000000,-2087.501977,0.000000,7.458973,2087.501977,188.086850,208.750198,7.754775,39.316973,3.877387,19.658487,0.083333,460.000000,0.000000,0.392599,1.046946
8.201941,0.000000,-2087.501977,0.000000,8.201941,2087.501977,188.086850,208.750198,7.754775,39.316973,3.877387,19.658487,0.083333,460.000000,0.000000,0.406496,1.046946
7.598443,0.000000,-2087.501977,0.000000,7.598443,2087.501977,188.086850,208.750198,7.754775,39.316973,3.877387,19.658487,0.083333,460.000000,0.000000,0.392599,1.046946
-3328.642459,0.000000,-643.599807,0.000000,3328.642459,643.599807,1581.324922,64.359981,23.736924,35.172761,11.868462,17.586381,0.125000,180.000000,10.000000,2.429489,0.782541
33.440095,0.000000,-2087.501977,0.000000,33.440095,2087.501977,813.378409,208.750198,12.593063,39.316973,6.296532,19.658487,0.066667,350.000000,5.000000,1.801310,1.046946
8.341411,0.000000,-2087.501977,0.000000,8.341411,2087.501977,188.086850,208.750198,7.754775,39.316973,3.877387,19.658487,0.083333,460.000000,0.000000,0.406496,1.046946
-2874.206939,0.000000,-643.599807,0.000000,2874.206939,643.599807,1581.324922,64.359981,23.736924,35.172761,11.868462,17.586381,0.125000,180.000000,10.000000,2.429489,0.782541
-2475.051464,0.000000,-643.599807,0.000000,2475.051464,643.599807,1581.324922,64.359981,23.736924,35.172761,11.868462,17.586381,0.125000,180.000000,10.000000,2.429489,0.782541
33.725787,0.000000,-2087.501977,0.000000,33.725787,2087.501977,813.378409,208.750198,12.593063,39.316973,6.296532,19.658487,0.066667,350.000000,5.000000,1.801310,1.046946
1.563783,0.000000,1.431928,0.000000,1.563783,1.431928,37.409375,36.859375,2.342857,4.868750,1.171429,2.434375,0.200000,20.000000,0.000000,0.096073,0.140412
