thread_id,pre_px,pre_py,post_px,post_py,pre_p_mag,post_p_mag,pre_mass,post_mass,pre_s_sum,post_s_sum,pre_s_mean,post_s_mean,chi,duration,theta,stability_bin,pre_E_total,post_E_total
2,0.000000,0.000000,7.643987,0.000000,0.000000,7.643987,160.555556,161.000000,0.000000,4.740000,0.000000,2.370000,0.200000,60.000000,0.000000,0.000000,0.000000,0.289409
2,86.617728,0.000000,34.742523,0.000000,86.617728,34.742523,1631.000000,740.000000,2.142857,4.040909,1.071429,2.020455,0.142857,50.000000,0.000000,0.000000,3.232581,0.969895
2,3.058569,0.000000,3.932918,0.000000,3.058569,3.932918,56.000000,36.000000,3.950000,5.516125,1.975000,2.758063,0.250000,140.000000,0.000000,0.000000,0.143372,0.156060
2,37.011875,0.000000,16.284535,0.000000,37.011875,16.284535,788.000000,91.270872,3.974094,6.370302,1.987047,3.185151,0.200000,70.000000,0.000000,0.000000,1.050137,0.235329
2,21.448443,0.000000,27.264008,0.000000,21.448443,27.264008,496.340278,596.138889,6.200882,7.081415,3.100441,3.540707,0.100000,70.000000,0.000000,0.000000,0.747103,0.876603
2,10.277752,0.000000,19.423799,0.000000,10.277752,19.423799,56.000000,195.638889,3.950000,8.150001,1.975000,4.075000,0.250000,280.000000,0.000000,0.000000,0.143989,0.410686
2,0.000000,0.000000,20.879568,0.000000,0.000000,20.879568,1169.166667,657.166667,0.000000,7.437534,0.000000,3.718767,0.166667,340.000000,0.000000,0.000000,0.000000,0.953155
2,-0.617101,0.000000,14.512404,0.000000,5.472555,14.512404,342.880000,267.875000,5.892302,6.245103,2.946151,3.122552,0.142857,70.000000,0.000000,0.000000,0.191492,0.469236
2,3.366038,0.000000,15.031255,0.000000,9.455694,15.031255,342.880000,267.875000,5.892302,6.245103,2.946151,3.122552,0.142857,70.000000,0.000000,0.000000,0.191492,0.469236
2,8.754702,0.000000,13.691613,0.000000,8.754702,13.691613,91.270872,232.760000,6.041135,8.284106,3.020568,4.142053,0.166667,70.000000,0.000000,0.000000,0.231724,0.451727
2,0.000000,0.000000,6.447543,0.000000,0.000000,6.447543,160.555556,50.816327,0.000000,11.059133,0.000000,5.529567,0.200000,460.000000,0.000000,0.000000,0.000000,0.283212
2,11.453292,0.000000,5.687570,0.000000,11.453292,5.687570,244.400000,50.816327,9.308812,11.059133,4.654406,5.529567,0.111111,120.000000,0.000000,0.000000,0.488616,0.283212
2,16.579023,0.000000,14.080264,0.000000,16.579023,14.080264,311.110000,196.982188,6.057451,7.815446,3.028725,3.907723,0.090909,120.000000,0.000000,0.000000,0.513956,0.395436
2,12.621728,0.000000,20.710707,0.000000,12.621728,20.710707,82.888889,55.460269,7.343766,9.515026,3.671883,4.757513,0.200000,130.000000,0.000000,0.000000,0.253258,0.255252
2,11.996587,0.000000,19.502071,0.000000,11.996587,19.502071,140.260794,120.278781,7.296870,9.448902,3.648435,4.724451,0.090909,10.000000,0.000000,0.000000,0.317446,0.333331
1,0.000000,0.000000,26.109516,0.000000,0.000000,26.109516,603.500000,637.234375,0.000000,2.142857,0.000000,1.071429,0.100000,60.000000,0.000000,0.000000,0.000000,0.833067
1,0.000000,0.000000,168.391915,0.000000,0.000000,168.391915,5425.652778,4134.484375,0.000000,2.095238,0.000000,1.047619,0.071429,60.000000,0.000000,0.000000,0.000000,5.077250
1,0.000000,0.000000,-3.973387,0.000000,0.000000,5.339329,160.675000,34.684375,0.000000,2.342857,0.000000,1.171429,0.200000,60.000000,0.000000,0.000000,0.000000,0.091035
1,0.000000,0.000000,-3.147033,0.000000,0.000000,6.165683,48.800000,52.200000,0.000000,2.700000,0.000000,1.350000,0.250000,60.000000,0.000000,0.000000,0.000000,0.120309
1,107.901824,0.000000,26.711735,0.000000,110.115099,26.999972,2617.200000,672.027778,2.200000,4.554861,1.100000,2.277431,0.200000,50.000000,0.000000,0.000000,3.227183,0.898400
1,5.505038,0.000000,9.370951,0.000000,5.505038,9.370951,135.223889,196.280000,2.071429,3.790625,1.035714,1.895313,0.166667,50.000000,0.000000,0.000000,0.212218,0.330839
1,0.000000,0.000000,6.794041,0.000000,0.000000,7.082277,304.400000,186.057778,0.000000,4.281250,0.000000,2.140625,0.200000,110.000000,0.000000,0.000000,0.000000,0.322586
1,4.462458,0.000000,9.303794,0.000000,4.462458,9.303794,111.626667,219.835556,2.321429,3.987500,1.160714,1.993750,0.250000,50.000000,0.000000,0.000000,0.183299,0.366409
1,23.356489,0.000000,10.610834,0.000000,29.037603,14.035926,694.546875,289.604938,2.000000,4.150649,1.000000,2.075325,0.090909,50.000000,0.000000,0.000000,0.807576,0.434792
1,-2.063037,0.000000,-0.256715,0.000000,3.618077,3.168377,94.281250,29.421265,2.142857,4.735119,1.071429,2.367560,0.142857,50.000000,0.000000,0.000000,0.065491,0.130614
1,13.126643,0.000000,14.474195,0.000000,13.126643,14.474195,307.142857,345.742857,3.725649,6.052437,1.862825,3.026219,0.142857,40.000000,0.000000,0.000000,0.448808,0.545355
1,-2.269676,0.000000,3.178082,0.000000,2.269676,6.588766,139.604938,153.000000,3.844286,5.673089,1.922143,2.836545,0.200000,40.000000,0.000000,0.000000,0.094453,0.302815
1,103.607632,0.000000,13.800391,0.000000,103.607632,15.302355,2461.224490,61.860132,3.539286,11.586100,1.769643,5.793050,0.142857,210.000000,0.000000,0.000000,3.080166,0.308405
1,77.442530,0.000000,13.328431,0.000000,77.442530,15.774314,1860.200000,58.083217,7.398872,13.486134,3.699436,6.743067,0.125000,140.000000,0.000000,0.000000,2.376951,0.340788
1,1.121656,0.000000,0.590969,0.000000,1.121656,3.768524,36.938272,78.752066,7.933040,16.181777,3.966520,8.090889,0.200000,340.000000,0.000000,0.000000,0.183002,0.423779
0,0.000000,0.000000,360.594485,0.000000,0.000000,360.594485,86.306122,14468.906250,0.000000,4.542500,0.000000,2.271250,0.200000,120.000000,0.000000,0.000000,0.000000,16.711500
0,0.000000,0.000000,359.842536,0.000000,0.000000,359.842536,67.183673,14450.765625,0.000000,4.719444,0.000000,2.359722,0.200000,120.000000,0.000000,0.000000,0.000000,16.691189
0,0.000000,0.000000,20.091210,0.000000,0.000000,20.091210,293.861678,511.437500,0.000000,5.999045,0.000000,2.999522,0.125000,130.000000,0.000000,0.000000,0.000000,0.662188
0,-49.196600,0.000000,29.191902,0.000000,52.696147,29.191902,69.250000,121.285462,8.638452,9.957868,4.319226,4.978934,0.142857,50.000000,0.000000,0.000000,0.229505,0.352654
0,-1.621013,0.000000,11.001122,0.000000,15.540183,11.001122,369.000000,29.732639,11.354046,12.750576,5.677023,6.375288,0.250000,70.000000,0.000000,5.000000,0.383014,0.292040
0,3.403692,0.000000,12.272778,0.000000,20.564888,12.272778,369.000000,29.732639,11.354046,12.750576,5.677023,6.375288,0.250000,70.000000,0.000000,5.000000,0.383014,0.292040
0,27.362630,0.000000,21.599695,0.000000,27.362630,21.599695,568.755102,215.839506,11.278696,20.028538,5.639348,10.014269,0.125000,70.000000,0.000000,5.000000,0.845141,0.708156
0,27.980574,0.000000,19.069233,0.000000,27.980574,19.069233,568.755102,215.839506,11.278696,20.028538,5.639348,10.014269,0.125000,70.000000,0.000000,5.000000,0.996824,0.708156
0,-5.199412,0.000000,19.376800,0.000000,10.878698,19.376800,164.319506,168.231494,16.740664,15.441961,8.370332,7.720980,0.125000,140.000000,0.000000,5.000000,0.422275,0.523741
0,7.725303,0.000000,44.822228,0.000000,7.725303,44.822228,143.045918,63.976872,10.607422,16.708751,5.303711,8.354376,0.111111,210.000000,0.000000,5.000000,0.382578,0.416916
0,5.124296,0.000000,12.795604,0.000000,5.124296,12.795604,60.560000,61.283951,12.865294,17.971836,6.432647,8.985918,0.200000,210.000000,0.000000,5.000000,0.331383,0.436397
0,0.000000,0.000000,27.836636,0.000000,0.000000,27.836636,113.489796,87.510204,0.000000,19.172942,0.000000,9.586471,0.250000,620.000000,0.000000,0.000000,0.000000,0.492541
0,8.149175,0.000000,-403.890735,0.000000,8.149175,403.890735,208.340352,107.956420,15.766369,19.422127,7.883184,9.711063,0.076923,270.000000,0.000000,5.000000,0.584518,0.522437
0,-2.863237,0.000000,-111.504887,0.000000,11.338365,111.504887,117.920000,51.341635,12.708044,20.636274,6.354022,10.318137,0.153846,470.000000,0.000000,5.000000,0.378772,0.476363
0,74.394122,0.000000,1175.872741,0.000000,833.702764,1175.872741,83.370276,117.587274,19.162605,20.580078,9.581303,10.290039,0.055556,50.000000,0.000000,5.000000,0.490557,0.560070
0,11.081517,0.000000,22.118004,0.000000,11.081517,22.118004,88.226049,109.457101,20.567317,29.372303,10.283659,14.686152,0.166667,290.000000,0.000000,10.000000,0.526319,0.721961
0,-63.939224,0.000000,519.066667,0.000000,63.939224,519.066667,1555.839136,51.906667,17.968792,31.216582,8.984396,15.608291,0.071429,300.000000,0.000000,5.000000,2.285869,0.687516
0,-61.799260,0.000000,519.066667,0.000000,61.799260,519.066667,1555.839136,51.906667,17.968792,31.216582,8.984396,15.608291,0.071429,300.000000,0.000000,5.000000,2.285869,0.687516
0,-1.763724,0.000000,796.844444,0.000000,14.314386,796.844444,236.480000,79.684444,18.864536,30.909234,9.432268,15.454617,0.250000,830.000000,0.000000,5.000000,0.597414,0.716557
0,1.318296,0.000000,796.844444,0.000000,17.396406,796.844444,236.480000,79.684444,18.864536,30.909234,9.432268,15.454617,0.250000,830.000000,0.000000,5.000000,0.597414,0.716557
1,1.749193,0.000000,-319.506578,0.000000,1.749193,319.506578,37.104938,171.888889,7.397501,20.733283,3.698751,10.366641,0.166667,700.000000,0.000000,0.000000,0.172092,0.629527
1,-0.958269,0.000000,-467.857527,0.000000,4.512990,467.857527,66.558642,251.008264,12.429507,18.772520,6.214753,9.386260,0.142857,470.000000,0.000000,5.000000,0.282996,0.688358
1,2.131179,0.000000,-1065.852727,0.000000,4.770456,1065.852727,183.411297,318.886779,15.880998,23.149440,7.940499,11.574720,0.090909,410.000000,0.000000,5.000000,0.546253,0.863023
1,-8.506374,0.000000,-1061.452727,0.000000,15.408010,1061.452727,141.889755,318.446779,19.205399,24.575534,9.602699,12.287767,0.125000,410.000000,0.000000,5.000000,0.558894,0.891716
1,-2.435040,0.000000,-2906.881363,0.000000,2.435040,2906.881363,86.954211,290.688136,10.990446,34.268935,5.495223,17.134467,0.076923,1560.000000,0.000000,5.000000,0.264520,1.048168
1,1.955678,0.000000,-773.712455,0.000000,1.955678,773.712455,47.729375,77.371245,8.300859,41.442118,4.150429,20.721059,0.142857,1900.000000,0.000000,0.000000,0.224238,0.925668
1,-6.226195,0.000000,-4356.844491,0.000000,6.768808,4356.844491,497.119048,435.684449,12.167300,36.673002,6.083650,18.336501,0.083333,1760.000000,0.000000,5.000000,0.272449,1.277356
1,-572.338120,0.000000,-873.818379,0.000000,572.338120,873.818379,57.233812,87.381838,29.607969,29.296451,14.803984,14.648226,0.250000,260.000000,0.000000,10.000000,0.629146,0.695110
1,-1941.176411,0.000000,-5576.051940,0.000000,1941.176411,5576.051940,194.117641,557.605194,34.021895,30.446468,17.010948,15.223234,0.062500,260.000000,0.000000,15.000000,0.922788,1.310104
