pre_px,pre_py,post_px,post_py,pre_p_mag,post_p_mag,pre_mass,post_mass,pre_s_sum,post_s_sum,pre_s_mean,post_s_mean,chi,duration,stability_bin,pre_E_total,post_E_total
141.299434,0.000000,35.937448,0.000000,141.299434,35.937448,3233.438889,743.706790,1.234783,6.834956,0.617391,3.417478,0.200000,140.000000,0.000000,4.298848,1.075526
192.025827,0.000000,34.534976,0.000000,192.025827,34.534976,4445.555556,223.437500,5.366125,6.401619,2.683063,3.200810,0.200000,40.000000,0.000000,5.734762,0.411819
46.228291,0.000000,9.449504,0.000000,47.985197,15.406490,1021.999496,433.250701,7.902231,10.493494,3.951115,5.246747,0.142857,260.000000,0.000000,1.437004,0.753603
38.126965,0.000000,15.054058,0.000000,38.126965,15.054058,809.500000,288.878252,3.462500,17.375652,1.731250,8.687826,0.250000,470.000000,0.000000,1.106346,0.706674
36.947705,0.000000,17.358171,0.000000,36.947705,17.358171,719.664062,346.815752,5.275889,14.170103,2.637945,7.085052,0.200000,410.000000,0.000000,1.020338,0.715627
14.517879,0.000000,19.333841,0.000000,15.263869,19.333841,287.250000,50.625000,16.963184,20.473478,8.481592,10.236739,0.200000,50.000000,5.000000,0.692987,0.472049
12.941871,0.000000,19.514426,0.000000,13.687862,19.514426,287.250000,50.625000,16.963184,20.473478,8.481592,10.236739,0.200000,50.000000,5.000000,0.700567,0.473056
19.492718,0.000000,210.738571,0.000000,19.492718,210.738571,72.897959,178.171875,13.811334,18.989504,6.905667,9.494752,0.200000,270.000000,5.000000,0.366455,0.598651
24.693272,0.000000,854.141085,0.000000,24.693272,854.141085,442.484875,653.890512,18.472317,21.385014,9.236159,10.692507,0.052632,170.000000,5.000000,0.922827,1.246172
23.873257,0.000000,731.879633,0.000000,23.873257,731.879633,442.484875,653.890512,18.472317,21.385014,9.236159,10.692507,0.052632,170.000000,5.000000,0.920221,1.241605
7.267970,0.000000,-0.581492,0.000000,7.267970,2.996109,215.252449,62.614438,14.616318,17.377109,7.308159,8.688555,0.142857,220.000000,5.000000,0.564905,0.426338
22.786993,0.000000,787.668547,0.000000,22.786993,787.668547,442.484875,653.890512,18.472317,21.385014,9.236159,10.692507,0.052632,170.000000,5.000000,0.919227,1.239862
0.000000,0.000000,12.964680,0.000000,0.000000,12.964680,118.844388,305.138889,0.000000,1.833333,0.000000,0.916667,0.166667,120.000000,0.000000,0.000000,0.418908
0.000000,0.000000,3.789770,0.000000,0.000000,3.789770,93.469388,89.525411,0.000000,3.175000,0.000000,1.587500,0.200000,310.000000,0.000000,0.000000,0.175509
24.111441,0.000000,26.278862,0.000000,24.111441,26.278862,166.340472,157.347819,10.877460,12.308900,5.438730,6.154450,0.083333,70.000000,5.000000,0.425409,0.442341
21.886371,0.000000,43.322245,0.000000,21.886371,43.322245,133.312799,128.568047,11.154875,20.767092,5.577438,10.383546,0.076923,420.000000,5.000000,0.338663,0.575624
40928902480912618174000751356139274240.000000,0.000000,116940601233531392451808997253925286342446546944.000000,0.000000,40928902480912618174000751356139274240.000000,116940601233531392451808997253925286342446546944.000000,106.288066,106.042007,36.891707,43.755236,18.445853,21.877618,0.062500,260.000000,15.000000,0.870542,1.007495
1044354689121658509050616309673361408.000000,0.000000,121570337092607625404697113340228222515265637711872.000000,0.000000,1044354689121658509050616309673361408.000000,121570337092607625404697113340228222515265637711872.000000,96.512365,103.749871,19.586154,34.561501,9.793077,17.280751,0.181818,390.000000,5.000000,0.425678,0.820912
-1015547752370857370439385088.000000,0.000000,-776438874615681572569929131506124963346120704.000000,0.000000,1015547752370857370439385088.000000,776438874615681572569929131506124963346120704.000000,1835.801161,2322.937152,45.073851,57.614552,22.536926,28.807276,0.029412,810.000000,20.000000,3.095695,4.055481
-321550559436408544500383744.000000,0.000000,-486769907370114226857307849578063490661220352.000000,0.000000,321550559436408544500383744.000000,486769907370114226857307849578063490661220352.000000,149.330050,131.236310,25.686572,40.299255,12.843286,20.149627,0.041667,810.000000,10.000000,0.600199,0.969971
-1485212219523781520342908928.000000,0.000000,-792004594213993289144404832224770258374754304.000000,0.000000,1485212219523781520342908928.000000,792004594213993289144404832224770258374754304.000000,1835.801161,2322.937152,45.073851,57.614552,22.536926,28.807276,0.029412,810.000000,20.000000,3.094281,4.054283
38244543204184920206725637253967642624.000000,0.000000,8821984825662141544454610924918651100985404249137480283979776.000000,0.000000,38244543204184920206725637253967642624.000000,8821984825662141544454610924918651100985404249137480283979776.000000,1414.357279,608.605886,46.545863,60.076684,23.272932,30.038342,0.035714,820.000000,20.000000,2.611147,1.961860
63350298878852812221279698442260578304.000000,0.000000,8367549414371644603768175953004833306037568239783415954538496.000000,0.000000,63350298878852812221279698442260578304.000000,8367549414371644603768175953004833306037568239783415954538496.000000,1414.357279,608.605886,46.545863,60.076684,23.272932,30.038342,0.035714,820.000000,20.000000,2.610523,1.961655
54809696554590.015625,0.000000,7739777382303412116691276476802013186656136090026437286821888.000000,0.000000,54809696554590.015625,7739777382303412116691276476802013186656136090026437286821888.000000,703.567349,615.441003,37.323784,72.371729,18.661892,36.185865,0.052632,2010.000000,15.000000,1.623860,2.216107
55655896889115.039062,0.000000,8194212793593910484625404154675712039889941548875637999009792.000000,0.000000,55655896889115.039062,8194212793593910484625404154675712039889941548875637999009792.000000,703.567349,615.441003,37.323784,72.371729,18.661892,36.185865,0.052632,2010.000000,15.000000,1.624726,2.216312
52479917662402365966259670853418483712.000000,0.000000,8245210081721373393373289578559211984904584333375448201297920.000000,0.000000,52479917662402365966259670853418483712.000000,8245210081721373393373289578559211984904584333375448201297920.000000,1414.357279,608.605886,46.545863,60.076684,23.272932,30.038342,0.035714,820.000000,20.000000,2.612779,1.962395
57235869835706.750000,0.000000,7617438049653140906296390102356391865523152183618469533581312.000000,0.000000,57235869835706.750000,7617438049653140906296390102356391865523152183618469533581312.000000,703.567349,615.441003,37.323784,72.371729,18.661892,36.185865,0.052632,2010.000000,15.000000,1.626988,2.216847
646455072460455549443085797731849682499754554032128.000000,0.000000,13969027590273428983416498102880214567202395701665549539868672.000000,0.000000,646455072460455549443085797731849682499754554032128.000000,13969027590273428983416498102880214567202395701665549539868672.000000,80.159842,94.971120,35.944894,46.456975,17.972447,23.228488,0.125000,420.000000,15.000000,0.819042,1.047740
653775721009113112874342974122505736315619879419904.000000,0.000000,473323353159045583021104764538649250740181657043694038796366737040052050987292033024.000000,0.000000,653775721009113112874342974122505736315619879419904.000000,473323353159045583021104764538649250740181657043694038796366737040052050987292033024.000000,2196.988320,768.295065,57.605522,65.090505,28.802761,32.545253,0.071429,1690.000000,25.000000,3.897139,2.261838
1169044959007641348577466864117153902148407003185152.000000,0.000000,498863959952243540132706795380549425725814121576012399691526958782826539203671621632.000000,0.000000,1169044959007641348577466864117153902148407003185152.000000,498863959952243540132706795380549425725814121576012399691526958782826539203671621632.000000,2196.988320,768.295065,57.605522,65.090505,28.802761,32.545253,0.071429,1690.000000,25.000000,3.896273,2.261701
789317560417153184242420138544915161266999147285257508292520954560512.000000,0.000000,881929882373524086317112838850372645024813614058447044402372434177669483879502708736.000000,0.000000,789317560417153184242420138544915161266999147285257508292520954560512.000000,881929882373524086317112838850372645024813614058447044402372434177669483879502708736.000000,3590.113283,768.295065,54.717885,65.090505,27.358942,32.545253,0.037037,540.000000,25.000000,5.581153,2.261889
941253077207888856473295941246624758643282044518400.000000,0.000000,468124524546885373475661453252723356370560748101092561799145004908935725920152453120.000000,0.000000,941253077207888856473295941246624758643282044518400.000000,468124524546885373475661453252723356370560748101092561799145004908935725920152453120.000000,2196.988320,768.295065,57.605522,65.090505,28.802761,32.545253,0.071429,1690.000000,25.000000,3.899405,2.262195
-40133501459020203802656061718016211776465534976.000000,0.000000,-1788930453810332402028917302017383514073924913594368.000000,0.000000,40133501459020203802656061718016211776465534976.000000,1788930453810332402028917302017383514073924913594368.000000,2586.367923,2587.552927,57.668951,60.386345,28.834476,30.193172,0.025000,130.000000,25.000000,4.385761,4.441563
-11482017475017021648547117515209969526483451904.000000,0.000000,-984043407656150919470910382515499985113298795233280.000000,0.000000,11482017475017021648547117515209969526483451904.000000,984043407656150919470910382515499985113298795233280.000000,149.720034,122.183970,42.017368,45.390038,21.008684,22.695019,0.038462,130.000000,20.000000,1.027353,1.060441
-56824626668933903712786297228927564468870709248.000000,0.000000,-1646558253623056026409605798082152954556425288286208.000000,0.000000,56824626668933903712786297228927564468870709248.000000,1646558253623056026409605798082152954556425288286208.000000,2586.367923,2587.552927,57.668951,60.386345,28.834476,30.193172,0.025000,130.000000,25.000000,4.384490,4.440355
-2963950490137355486039411831709815659744955727872.000000,0.000000,-245055196696737703412569355311370890096015534965299085312.000000,0.000000,2963950490137355486039411831709815659744955727872.000000,245055196696737703412569355311370890096015534965299085312.000000,136.871366,148.578462,30.781392,36.732264,15.390696,18.366132,0.038462,300.000000,15.000000,0.698759,0.920475
-24445697401252322406163282879074431813972277594327067532155760410624.000000,0.000000,-120332990276118032031884470043527500982208898914801343391161906731417600.000000,0.000000,24445697401252322406163282879074431813972277594327067532155760410624.000000,120332990276118032031884470043527500982208898914801343391161906731417600.000000,175.649624,124.558620,13.809269,20.141097,6.904634,10.070549,0.043478,290.000000,5.000000,0.495192,0.558308
-190272037238566869054595573241495979737469018619083747022445574356992.000000,0.000000,-362504196632283898780910835347795361682549162951181227364258792079360.000000,0.000000,190272037238566869054595573241495979737469018619083747022445574356992.000000,362504196632283898780910835347795361682549162951181227364258792079360.000000,1446.221345,1585.462685,46.142807,41.991296,23.071403,20.995648,0.090909,60.000000,20.000000,2.696506,2.820957
-188251898930522743448269148143549479197195953064640622467185918345216.000000,0.000000,-383526362940071723394166704658520720017504973384145028844778420174848.000000,0.000000,188251898930522743448269148143549479197195953064640622467185918345216.000000,383526362940071723394166704658520720017504973384145028844778420174848.000000,1446.221345,1585.462685,46.142807,41.991296,23.071403,20.995648,0.090909,60.000000,20.000000,2.696506,2.820957
7423941847185955175615033505583321249034789894590129477763374271073573676284376736858112.000000,0.000000,28552554563149398555996569892239735623402357733096473659831209775337130657369865911457503726534656.000000,0.000000,7423941847185955175615033505583321249034789894590129477763374271073573676284376736858112.000000,28552554563149398555996569892239735623402357733096473659831209775337130657369865911457503726534656.000000,921.772874,1236.413939,48.991260,51.925906,24.495630,25.962953,0.015625,510.000000,20.000000,1.904381,2.583869
4251470531257571662336773434657402840151108805875300706094520389291762727283714194145280.000000,0.000000,17198299684392726688858067969364529627988376314054064431393553642707594649797075987633595106721792.000000,0.000000,4251470531257571662336773434657402840151108805875300706094520389291762727283714194145280.000000,17198299684392726688858067969364529627988376314054064431393553642707594649797075987633595106721792.000000,921.772874,1236.413939,48.991260,51.925906,24.495630,25.962953,0.015625,510.000000,20.000000,1.904263,2.583989
5077836298369803375219715045966119477374466440586610282828339794459747815422600092319744.000000,0.000000,17563395800857641833170053806797182888177876200703014004127634082546572104850910632205809350606848.000000,0.000000,5077836298369803375219715045966119477374466440586610282828339794459747815422600092319744.000000,17563395800857641833170053806797182888177876200703014004127634082546572104850910632205809350606848.000000,921.772874,1236.413939,48.991260,51.925906,24.495630,25.962953,0.015625,510.000000,20.000000,1.904718,2.583989
