thread_id,pre_px,pre_py,post_px,post_py,pre_p_mag,post_p_mag,pre_mass,post_mass,pre_s_sum,post_s_sum,pre_s_mean,post_s_mean,chi,duration,theta,stability_bin,pre_E_total,post_E_total
0,0.000000,0.000000,13.666106,0.000000,0.000000,13.666106,892.687500,186.743622,0.000000,3.591071,0.000000,1.795536,0.083333,120.000000,0.000000,0.000000,0.000000,0.300627
0,0.906296,0.000000,49.251680,0.000000,6.044720,49.251680,365.274235,1142.350000,3.301648,4.261177,1.650824,2.130588,0.142857,100.000000,0.000000,0.000000,0.091861,1.494567
0,0.000000,0.000000,8.567807,0.000000,0.000000,8.567807,332.687500,212.561983,0.000000,5.602713,0.000000,2.801357,0.142857,220.000000,0.000000,0.000000,0.000000,0.373160
0,0.000000,0.000000,5.620281,0.000000,0.000000,5.620281,413.687500,145.936983,0.000000,5.699722,0.000000,2.849861,0.111111,220.000000,0.000000,0.000000,0.000000,0.294508
0,21.920650,0.000000,53.045835,0.000000,21.920650,53.045835,383.777778,1161.938776,6.820905,9.178469,3.410452,4.589235,0.100000,50.000000,0.000000,0.000000,0.610033,1.643328
0,19.659687,0.000000,47.638445,0.000000,19.659687,47.638445,383.777778,1161.938776,6.820905,9.178469,3.410452,4.589235,0.100000,50.000000,0.000000,0.000000,0.596912,1.643328
0,1.491947,0.000000,1.208489,0.000000,1.669379,1.208489,88.015683,97.480088,14.409575,16.326856,7.204788,8.163428,0.166667,70.000000,0.000000,5.000000,0.379364,0.447977
0,11.045515,0.000000,5.374530,0.000000,11.045515,5.374530,222.512088,161.567778,11.147570,23.254483,5.573785,11.627241,0.050000,360.000000,0.000000,5.000000,0.506328,0.653567
0,0.977816,0.000000,590.225728,0.000000,1.772840,592.187978,129.573284,152.220742,19.888732,20.815658,9.944366,10.407829,0.083333,140.000000,0.000000,5.000000,0.523623,0.606299
0,0.610128,0.000000,590.449621,0.000000,1.405152,591.964085,72.591233,98.956076,21.506093,22.927748,10.753047,11.463874,0.083333,140.000000,0.000000,10.000000,0.483428,0.582009
0,11.021317,0.000000,-4.349984,0.000000,11.021317,4.588841,286.814998,99.159349,3.485833,33.442582,1.742917,16.721291,0.071429,1390.000000,0.000000,0.000000,0.434029,0.792542
0,-15.519001,0.000000,-164.667314,0.000000,15.519001,164.667314,98.228658,104.267764,14.825355,20.128601,7.412677,10.064301,0.250000,350.000000,0.000000,5.000000,0.406102,0.533050
0,-13.665665,0.000000,-170.922561,0.000000,13.665665,170.922561,107.988658,95.467764,20.666970,26.576737,10.333485,13.288369,0.200000,350.000000,0.000000,10.000000,0.522934,0.650733
0,2.535729,0.000000,1006.787109,0.000000,2.535729,1006.787109,104.555729,100.678711,36.024953,38.613409,18.012476,19.306704,0.100000,360.000000,0.000000,15.000000,0.851526,0.898911
