pre_px,pre_py,post_px,post_py,pre_p_mag,post_p_mag,mass_pre,mass_post,s_sum_pre,s_sum_post,s_mean_pre,s_mean_post,chi,duration,stability_bin,E_pre,E_post
11.006490,0.000000,5.589895,0.000000,11.006490,5.589895,78.388961,52.918519,14.386657,25.044717,7.193328,12.522359,0.090909,150.000000,5.000000,1.676618,0.621267
